,time,speed,elevation,BUS ID,Date
19436,0.0,0.0,661,8018,2021-07-07
19437,11.1,6.5,661,8018,2021-07-07
19438,26.2,33.6,661,8018,2021-07-07
19439,41.2,43.0,662,8018,2021-07-07
19440,56.3,2.4,662,8018,2021-07-07
19441,71.3,16.8,662,8018,2021-07-07
19442,86.4,33.4,663,8018,2021-07-07
19443,101.5,57.2,666,8018,2021-07-07
19444,116.5,62.3,667,8018,2021-07-07
19445,582.8,23.9,663,8018,2021-07-07
19446,597.7,31.3,664,8018,2021-07-07
19447,612.8,33.5,664,8018,2021-07-07
19448,627.8,40.6,664,8018,2021-07-07
19449,642.9,9.5,662,8018,2021-07-07
19450,658.0,0.0,662,8018,2021-07-07
19451,673.0,24.0,658,8018,2021-07-07
19452,688.1,43.0,657,8018,2021-07-07
19453,703.1,38.2,663,8018,2021-07-07
19454,718.1,43.3,662,8018,2021-07-07
19455,733.1,9.6,662,8018,2021-07-07
19456,748.2,0.0,662,8018,2021-07-07
19457,763.2,23.9,662,8018,2021-07-07
19458,778.3,26.3,660,8018,2021-07-07
19459,793.3,43.0,661,8018,2021-07-07
19460,808.4,55.1,661,8018,2021-07-07
19461,823.4,40.7,662,8018,2021-07-07
19462,838.4,38.3,663,8018,2021-07-07
19463,853.5,47.8,664,8018,2021-07-07
19464,868.5,9.6,663,8018,2021-07-07
19465,883.6,4.8,663,8018,2021-07-07
19466,898.6,31.1,663,8018,2021-07-07
19467,913.7,45.4,660,8018,2021-07-07
19468,928.7,43.2,661,8018,2021-07-07
19469,943.7,12.0,661,8018,2021-07-07
19470,958.7,0.0,661,8018,2021-07-07
19471,974.3,32.4,661,8018,2021-07-07
19472,988.8,49.4,661,8018,2021-07-07
19473,1003.9,38.3,661,8018,2021-07-07
19474,1019.0,45.3,660,8018,2021-07-07
19475,1034.0,50.3,659,8018,2021-07-07
19476,1049.0,45.6,657,8018,2021-07-07
19477,1064.1,47.9,656,8018,2021-07-07
19478,1079.1,47.8,657,8018,2021-07-07
19479,1094.1,43.2,656,8018,2021-07-07
19480,1109.2,7.2,655,8018,2021-07-07
19481,1139.6,30.8,655,8018,2021-07-07
19482,1154.6,43.1,656,8018,2021-07-07
19483,1169.7,43.1,656,8018,2021-07-07
19484,1184.7,38.3,657,8018,2021-07-07
19485,1199.7,45.4,658,8018,2021-07-07
19486,1214.8,38.3,657,8018,2021-07-07
19487,1229.8,26.4,656,8018,2021-07-07
19488,1244.9,35.8,656,8018,2021-07-07
19489,1259.9,43.0,656,8018,2021-07-07
19490,1275.0,45.5,656,8018,2021-07-07
19491,1290.0,45.5,656,8018,2021-07-07
19492,1305.0,26.3,654,8018,2021-07-07
19493,1320.0,43.2,655,8018,2021-07-07
19494,1335.1,38.3,653,8018,2021-07-07
19495,1350.2,16.7,652,8018,2021-07-07
19496,1380.2,1.2,652,8018,2021-07-07
19497,1395.2,16.8,652,8018,2021-07-07
19498,1410.3,21.4,650,8018,2021-07-07
19499,1425.3,28.9,647,8018,2021-07-07
19500,1440.3,28.7,646,8018,2021-07-07
19501,1455.4,28.6,647,8018,2021-07-07
19502,1470.5,26.3,648,8018,2021-07-07
19503,1485.5,19.2,648,8018,2021-07-07
19504,1500.5,23.9,650,8018,2021-07-07
19505,1515.6,21.4,651,8018,2021-07-07
19506,1530.6,12.0,652,8018,2021-07-07
19507,1545.7,19.1,652,8018,2021-07-07
19508,1560.7,12.0,652,8018,2021-07-07
19509,1575.7,23.9,653,8018,2021-07-07
19510,1590.8,12.0,653,8018,2021-07-07
19511,1605.8,21.6,654,8018,2021-07-07
19512,1620.9,42.9,655,8018,2021-07-07
19513,1635.9,31.2,656,8018,2021-07-07
19514,1650.9,0.0,656,8018,2021-07-07
19515,1665.9,21.5,655,8018,2021-07-07
19516,1681.0,55.0,652,8018,2021-07-07
19517,1696.0,31.1,650,8018,2021-07-07
19518,1711.1,19.1,651,8018,2021-07-07
19519,1726.3,30.9,652,8018,2021-07-07
19520,1741.3,21.5,653,8018,2021-07-07
19521,1756.4,9.5,654,8018,2021-07-07
19522,2011.7,0.0,654,8018,2021-07-07
19523,2026.7,9.6,654,8018,2021-07-07
19524,2041.8,23.8,655,8018,2021-07-07
19525,2056.9,23.9,656,8018,2021-07-07
19526,2071.9,31.2,656,8018,2021-07-07
19527,2086.9,14.3,656,8018,2021-07-07
19528,2101.9,0.0,656,8018,2021-07-07
19529,2117.0,7.2,656,8018,2021-07-07
19530,2132.0,28.7,656,8018,2021-07-07
19531,2147.1,33.5,656,8018,2021-07-07
19532,2162.1,16.8,656,8018,2021-07-07
19533,2177.1,26.4,657,8018,2021-07-07
19534,2192.2,33.5,658,8018,2021-07-07
19535,2207.2,31.1,657,8018,2021-07-07
19536,2222.2,0.0,657,8018,2021-07-07
19537,2237.4,42.6,657,8018,2021-07-07
19538,2252.5,38.3,659,8018,2021-07-07
19539,2267.5,43.0,658,8018,2021-07-07
19540,2282.6,14.4,658,8018,2021-07-07
19541,2297.6,16.8,658,8018,2021-07-07
19542,2312.6,28.8,658,8018,2021-07-07
19543,2327.7,19.2,658,8018,2021-07-07
19544,2342.7,43.2,658,8018,2021-07-07
19545,2357.7,43.1,658,8018,2021-07-07
19546,2372.9,44.9,659,8018,2021-07-07
19547,2388.0,45.6,659,8018,2021-07-07
19548,2403.0,43.1,660,8018,2021-07-07
19549,2418.0,4.8,661,8018,2021-07-07
19550,2433.0,26.3,661,8018,2021-07-07
19551,2448.1,24.0,661,8018,2021-07-07
19552,2463.2,0.0,661,8018,2021-07-07
19553,2478.3,19.1,661,8018,2021-07-07
19554,2493.3,26.3,662,8018,2021-07-07
19555,2508.5,42.9,662,8018,2021-07-07
19556,2523.5,26.4,662,8018,2021-07-07
19557,2538.5,38.2,662,8018,2021-07-07
19558,2553.6,38.2,662,8018,2021-07-07
19559,2568.6,16.8,662,8018,2021-07-07
19560,2583.7,28.6,662,8018,2021-07-07
19561,2598.8,16.7,662,8018,2021-07-07
19562,2613.8,38.3,661,8018,2021-07-07
19563,2628.8,50.5,662,8018,2021-07-07
19564,2643.9,23.9,662,8018,2021-07-07
19565,2658.9,0.0,662,8018,2021-07-07
19566,2673.9,26.4,662,8018,2021-07-07
19567,2688.9,14.4,662,8018,2021-07-07
19568,2704.0,16.7,662,8018,2021-07-07
19569,3064.4,3.2,662,8018,2021-07-07
19570,3079.5,14.4,662,8018,2021-07-07
19571,3109.5,0.0,662,8018,2021-07-07
19572,3124.9,16.3,662,8018,2021-07-07
19573,3139.9,38.5,662,8018,2021-07-07
19574,3154.9,14.4,663,8018,2021-07-07
19575,3169.9,0.0,663,8018,2021-07-07
19576,3185.0,19.1,664,8018,2021-07-07
19577,3200.0,36.0,665,8018,2021-07-07
19578,3215.0,24.0,665,8018,2021-07-07
19579,3230.0,0.0,665,8018,2021-07-07
19580,3245.0,7.2,665,8018,2021-07-07
19581,3260.0,33.6,666,8018,2021-07-07
19582,3275.1,4.8,666,8018,2021-07-07
19583,3290.1,31.1,666,8018,2021-07-07
19584,3305.1,14.4,666,8018,2021-07-07
19585,3320.1,0.0,666,8018,2021-07-07
19586,3335.2,19.2,666,8018,2021-07-07
19587,3350.2,36.0,666,8018,2021-07-07
19588,3365.2,26.3,666,8018,2021-07-07
19589,3380.2,12.0,666,8018,2021-07-07
19590,3395.3,0.0,666,8018,2021-07-07
19591,3410.3,31.2,666,8018,2021-07-07
19592,3425.3,38.2,667,8018,2021-07-07
19593,3440.3,14.4,667,8018,2021-07-07
19594,3470.4,0.0,667,8018,2021-07-07
19595,3485.4,4.8,667,8018,2021-07-07
19596,3500.4,21.6,667,8018,2021-07-07
19597,3515.4,0.0,667,8018,2021-07-07
19598,3620.6,0.7,667,8018,2021-07-07
19599,3635.6,24.0,667,8018,2021-07-07
19600,3680.6,0.8,667,8018,2021-07-07
19601,3695.7,28.7,668,8018,2021-07-07
19602,3710.6,38.4,668,8018,2021-07-07
19603,3725.7,2.4,668,8018,2021-07-07
19604,3755.7,0.0,668,8018,2021-07-07
19605,3770.7,12.0,668,8018,2021-07-07
19606,3785.7,26.4,668,8018,2021-07-07
19607,3860.8,7.2,668,8018,2021-07-07
19608,3890.9,0.0,668,8018,2021-07-07
19609,3905.9,12.0,667,8018,2021-07-07
19610,3920.9,38.4,666,8018,2021-07-07
19611,3935.9,45.5,666,8018,2021-07-07
19612,3951.0,12.0,666,8018,2021-07-07
19613,3966.0,14.4,666,8018,2021-07-07
19614,3981.1,50.1,667,8018,2021-07-07
19615,3996.0,38.5,666,8018,2021-07-07
19616,4011.1,35.9,666,8018,2021-07-07
19617,4026.1,14.4,666,8018,2021-07-07
19618,4041.1,9.6,666,8018,2021-07-07
19619,4056.1,19.2,665,8018,2021-07-07
19620,4071.1,2.4,665,8018,2021-07-07
19621,4086.2,35.8,664,8018,2021-07-07
19622,4101.2,9.6,664,8018,2021-07-07
19623,4131.2,0.0,664,8018,2021-07-07
19624,4146.2,4.8,664,8018,2021-07-07
19625,4161.2,31.2,664,8018,2021-07-07
19626,4176.2,0.0,664,8018,2021-07-07
19627,4191.2,24.0,664,8018,2021-07-07
19628,4206.3,40.8,664,8018,2021-07-07
19629,4221.3,16.8,664,8018,2021-07-07
19630,4236.3,33.5,664,8018,2021-07-07
19631,4251.3,28.8,664,8018,2021-07-07
19632,4266.4,38.3,664,8018,2021-07-07
19633,4281.4,9.6,664,8018,2021-07-07
19634,4296.4,16.8,664,8018,2021-07-07
19635,4311.4,45.5,664,8018,2021-07-07
19636,4326.4,19.2,664,8018,2021-07-07
19637,4341.4,7.2,664,8018,2021-07-07
19638,4356.5,28.7,665,8018,2021-07-07
19639,4371.5,2.4,665,8018,2021-07-07
19640,4386.5,16.7,665,8018,2021-07-07
19641,4401.5,38.4,665,8018,2021-07-07
19642,4416.6,19.1,665,8018,2021-07-07
19643,4431.6,7.2,665,8018,2021-07-07
19644,4446.6,7.2,665,8018,2021-07-07
19645,4461.6,12.0,665,8018,2021-07-07
19646,4491.7,2.4,665,8018,2021-07-07
19647,4506.6,12.0,665,8018,2021-07-07
19648,4521.7,21.5,665,8018,2021-07-07
19649,4536.7,4.8,665,8018,2021-07-07
19650,4566.7,0.0,665,8018,2021-07-07
19651,4581.8,2.4,665,8018,2021-07-07
19652,4596.8,16.8,666,8018,2021-07-07
19653,4611.8,12.0,667,8018,2021-07-07
19654,4626.8,26.3,668,8018,2021-07-07
19655,4641.8,19.2,669,8018,2021-07-07
19656,4656.8,7.2,669,8018,2021-07-07
19657,4671.9,31.2,670,8018,2021-07-07
19658,4686.9,4.8,670,8018,2021-07-07
19659,4701.9,0.0,670,8018,2021-07-07
19660,4716.9,0.0,670,8018,2021-07-07
19661,4732.0,21.6,671,8018,2021-07-07
19662,4837.1,0.0,671,8018,2021-07-07
19663,4852.1,19.2,671,8018,2021-07-07
19664,4867.1,31.2,671,8018,2021-07-07
19665,4882.1,9.6,671,8018,2021-07-07
19666,4897.1,33.6,670,8018,2021-07-07
19667,4912.2,4.8,669,8018,2021-07-07
19668,4942.2,0.0,669,8018,2021-07-07
19669,5302.6,1.3,668,8018,2021-07-07
19670,5317.7,26.2,667,8018,2021-07-07
19671,5332.7,14.4,663,8018,2021-07-07
19672,5392.8,1.2,663,8018,2021-07-07
19673,5407.8,21.7,649,8018,2021-07-07
19674,5422.8,28.8,646,8018,2021-07-07
19675,5437.8,31.1,649,8018,2021-07-07
19676,5452.9,38.3,630,8018,2021-07-07
19677,5467.9,21.6,630,8018,2021-07-07
19678,5482.9,16.7,631,8018,2021-07-07
19679,5497.9,0.0,631,8018,2021-07-07
19680,5512.9,7.2,633,8018,2021-07-07
19681,5527.9,36.0,626,8018,2021-07-07
19682,5543.0,40.8,615,8018,2021-07-07
19683,5558.0,38.2,626,8018,2021-07-07
19684,5573.0,50.4,628,8018,2021-07-07
19685,5588.0,43.2,636,8018,2021-07-07
19686,5603.0,45.6,643,8018,2021-07-07
19687,5618.1,47.8,647,8018,2021-07-07
19688,5633.1,45.5,659,8018,2021-07-07
19689,5648.1,19.2,661,8018,2021-07-07
19690,5663.1,0.0,661,8018,2021-07-07
19691,5678.2,26.3,664,8018,2021-07-07
19692,5693.2,4.8,665,8018,2021-07-07
19693,5708.2,31.1,669,8018,2021-07-07
19694,5723.2,33.5,671,8018,2021-07-07
19695,5738.2,0.0,672,8018,2021-07-07
19696,5753.2,16.8,672,8018,2021-07-07
19697,5768.3,26.3,672,8018,2021-07-07
19698,5783.3,2.4,671,8018,2021-07-07
19699,5798.3,4.8,671,8018,2021-07-07
19700,5813.3,35.8,671,8018,2021-07-07
19701,5828.3,9.6,671,8018,2021-07-07
19702,5843.4,0.0,671,8018,2021-07-07
19703,5858.4,19.1,671,8018,2021-07-07
19704,5873.4,19.2,670,8018,2021-07-07
19705,5888.4,9.6,670,8018,2021-07-07
19706,5918.4,1.2,670,8018,2021-07-07
19707,5933.5,19.1,670,8018,2021-07-07
19708,5948.5,9.6,671,8018,2021-07-07
19709,5963.5,19.1,671,8018,2021-07-07
19710,5978.5,33.6,672,8018,2021-07-07
19711,5993.6,11.9,672,8018,2021-07-07
19712,6008.5,4.8,672,8018,2021-07-07
19713,6023.6,7.2,672,8018,2021-07-07
19714,6038.6,0.0,672,8018,2021-07-07
19715,6053.6,21.6,673,8018,2021-07-07
19716,6068.6,16.8,673,8018,2021-07-07
19717,6083.6,2.4,673,8018,2021-07-07
19718,6128.7,1.6,673,8018,2021-07-07
19719,6143.7,12.0,673,8018,2021-07-07
19720,6203.8,15.6,673,8018,2021-07-07
19721,6218.8,0.0,673,8018,2021-07-07
19722,6233.8,7.2,673,8018,2021-07-07
19723,6248.9,19.1,672,8018,2021-07-07
19724,6278.9,0.0,672,8018,2021-07-07
19725,6293.9,14.4,672,8018,2021-07-07
19726,6309.0,43.0,672,8018,2021-07-07
19727,6324.0,24.0,672,8018,2021-07-07
19728,6339.0,0.0,672,8018,2021-07-07
19729,6354.0,12.0,672,8018,2021-07-07
19730,6369.0,9.6,672,8018,2021-07-07
19731,6384.0,35.9,672,8018,2021-07-07
19732,6399.1,38.3,672,8018,2021-07-07
19733,6414.1,33.6,672,8018,2021-07-07
19734,6429.1,9.6,672,8018,2021-07-07
19735,6444.1,40.7,672,8018,2021-07-07
19736,6459.2,38.2,671,8018,2021-07-07
19737,6474.2,4.8,672,8018,2021-07-07
19738,6519.2,1.6,672,8018,2021-07-07
19739,6534.3,19.2,672,8018,2021-07-07
19740,6549.3,26.3,672,8018,2021-07-07
19741,6564.3,33.6,674,8018,2021-07-07
19742,6579.4,24.0,676,8018,2021-07-07
19743,6594.4,23.9,676,8018,2021-07-07
19744,6609.4,40.8,675,8018,2021-07-07
19745,6624.4,28.8,676,8018,2021-07-07
19746,6639.4,21.6,676,8018,2021-07-07
19747,6654.5,19.1,676,8018,2021-07-07
19748,6669.5,16.8,676,8018,2021-07-07
19749,6684.5,14.4,675,8018,2021-07-07
19750,6699.5,16.7,675,8018,2021-07-07
19751,6714.6,14.4,674,8018,2021-07-07
19752,6729.6,7.2,675,8018,2021-07-07
19753,7120.0,0.0,674,8018,2021-07-07
19754,7135.0,9.6,675,8018,2021-07-07
19755,7150.0,0.0,675,8018,2021-07-07
19756,7165.0,9.6,675,8018,2021-07-07
19757,7180.0,28.8,676,8018,2021-07-07
19758,7195.1,7.2,676,8018,2021-07-07
19759,7240.1,0.0,676,8018,2021-07-07
19760,7255.2,23.9,676,8018,2021-07-07
19761,7270.2,28.7,674,8018,2021-07-07
19762,7285.2,43.2,672,8018,2021-07-07
19763,7300.3,31.1,672,8018,2021-07-07
19764,7330.3,2.4,672,8018,2021-07-07
19765,7345.3,7.2,672,8018,2021-07-07
19766,7360.4,11.9,671,8018,2021-07-07
19767,7375.4,2.4,671,8018,2021-07-07
19768,7390.4,31.2,672,8018,2021-07-07
19769,7405.6,37.9,672,8018,2021-07-07
19770,7420.6,0.0,672,8018,2021-07-07
19771,7435.6,16.8,672,8018,2021-07-07
19772,7450.6,21.6,672,8018,2021-07-07
19773,7465.6,4.8,672,8018,2021-07-07
19774,7480.7,12.0,672,8018,2021-07-07
19775,7495.7,14.4,672,8018,2021-07-07
19776,7510.8,31.0,672,8018,2021-07-07
19777,7525.8,31.2,672,8018,2021-07-07
19778,7541.0,30.7,672,8018,2021-07-07
19779,7556.1,31.1,672,8018,2021-07-07
19780,7571.1,14.4,672,8018,2021-07-07
19781,7586.1,19.2,672,8018,2021-07-07
19782,7601.1,4.8,672,8018,2021-07-07
19783,7646.2,0.0,672,8018,2021-07-07
19784,7661.3,11.9,673,8018,2021-07-07
19785,7691.4,0.0,673,8018,2021-07-07
19786,7706.4,2.4,673,8018,2021-07-07
19787,7811.6,12.3,673,8018,2021-07-07
19788,7826.6,12.0,673,8018,2021-07-07
19789,7841.6,28.7,672,8018,2021-07-07
19790,7856.6,4.8,672,8018,2021-07-07
19791,7871.7,0.0,672,8018,2021-07-07
19792,7886.7,7.2,672,8018,2021-07-07
19793,7901.8,0.0,672,8018,2021-07-07
19794,7916.8,31.1,672,8018,2021-07-07
19795,7931.8,26.5,671,8018,2021-07-07
19796,7946.8,4.8,671,8018,2021-07-07
19797,7961.9,11.9,670,8018,2021-07-07
19798,7976.9,0.0,670,8018,2021-07-07
19799,7991.9,14.4,670,8018,2021-07-07
19800,8006.9,12.0,670,8018,2021-07-07
19801,8021.9,0.0,670,8018,2021-07-07
19802,8036.9,12.0,670,8018,2021-07-07
19803,8052.0,43.1,671,8018,2021-07-07
19804,8067.1,45.4,671,8018,2021-07-07
19805,8082.1,12.0,672,8018,2021-07-07
19806,8097.1,0.0,672,8018,2021-07-07
19807,8112.2,26.2,672,8018,2021-07-07
19808,8127.2,33.5,669,8018,2021-07-07
19809,8142.2,40.9,665,8018,2021-07-07
19810,8157.3,45.4,660,8018,2021-07-07
19811,8172.3,43.2,649,8018,2021-07-07
19812,8187.4,38.1,643,8018,2021-07-07
19813,8202.4,50.3,633,8018,2021-07-07
19814,8217.5,26.3,628,8018,2021-07-07
19815,8247.5,3.6,628,8018,2021-07-07
19816,8262.5,38.3,628,8018,2021-07-07
19817,8277.6,43.1,625,8018,2021-07-07
19818,8292.6,4.8,624,8018,2021-07-07
19819,8337.7,0.0,624,8018,2021-07-07
19820,8352.8,9.6,621,8018,2021-07-07
19821,8367.9,47.8,618,8018,2021-07-07
19822,8382.9,50.1,638,8018,2021-07-07
19823,8398.0,40.5,638,8018,2021-07-07
19824,8413.1,35.9,647,8018,2021-07-07
19825,8428.1,40.8,654,8018,2021-07-07
19826,8443.2,40.5,666,8018,2021-07-07
19827,8458.1,7.2,666,8018,2021-07-07
19828,8473.2,7.2,667,8018,2021-07-07
19829,8488.2,26.3,669,8018,2021-07-07
19830,8503.3,16.7,669,8018,2021-07-07
19831,8668.7,2.8,670,8018,2021-07-07
19832,8683.7,2.4,670,8018,2021-07-07
19833,8698.8,26.3,671,8018,2021-07-07
19834,8713.8,31.1,671,8018,2021-07-07
19835,8728.9,16.7,671,8018,2021-07-07
19836,8744.0,2.4,671,8018,2021-07-07
19837,8789.1,1.6,670,8018,2021-07-07
19838,8804.0,24.0,670,8018,2021-07-07
19839,8819.1,33.5,669,8018,2021-07-07
19840,8834.2,38.1,667,8018,2021-07-07
19841,8849.3,31.1,666,8018,2021-07-07
19842,8864.4,35.7,665,8018,2021-07-07
19843,8879.5,33.4,665,8018,2021-07-07
19844,8894.5,45.5,665,8018,2021-07-07
19845,8909.5,43.1,664,8018,2021-07-07
19846,8924.6,38.1,664,8018,2021-07-07
19847,8939.6,0.0,664,8018,2021-07-07
19848,8954.6,19.2,664,8018,2021-07-07
19849,8969.7,11.9,664,8018,2021-07-07
19850,8984.7,38.3,664,8018,2021-07-07
19851,8999.7,16.8,664,8018,2021-07-07
19852,9014.8,0.0,664,8018,2021-07-07
19853,9029.8,26.3,664,8018,2021-07-07
19854,9044.8,45.6,664,8018,2021-07-07
19855,9059.9,45.5,664,8018,2021-07-07
19856,9074.9,24.0,664,8018,2021-07-07
19857,9089.9,0.0,664,8018,2021-07-07
19858,9104.9,16.8,664,8018,2021-07-07
19859,9119.9,38.3,664,8018,2021-07-07
19860,9134.9,2.4,664,8018,2021-07-07
19861,9150.0,7.2,664,8018,2021-07-07
19862,9165.0,40.7,665,8018,2021-07-07
19863,9180.1,45.2,666,8018,2021-07-07
19864,9195.2,26.2,666,8018,2021-07-07
19865,9210.3,45.5,667,8018,2021-07-07
19866,9225.3,28.7,667,8018,2021-07-07
19867,9255.3,0.0,667,8018,2021-07-07
19868,9270.4,2.4,666,8018,2021-07-07
19869,9285.4,35.9,666,8018,2021-07-07
19870,9300.7,42.4,666,8018,2021-07-07
19871,9315.7,0.0,666,8018,2021-07-07
19872,9330.7,28.7,667,8018,2021-07-07
19873,9345.7,19.2,667,8018,2021-07-07
19874,9360.8,12.0,668,8018,2021-07-07
19875,10351.8,0.8,668,8018,2021-07-07
19876,10366.9,38.1,668,8018,2021-07-07
19877,10381.9,0.0,668,8018,2021-07-07
19878,10396.9,12.0,667,8018,2021-07-07
19879,10411.9,12.0,667,8018,2021-07-07
19880,10427.0,21.5,667,8018,2021-07-07
19881,10442.0,26.4,667,8018,2021-07-07
19882,10457.0,12.0,667,8018,2021-07-07
19883,10502.1,0.0,667,8018,2021-07-07
19884,10517.1,16.7,667,8018,2021-07-07
19885,10532.2,38.3,667,8018,2021-07-07
19886,10547.2,26.4,667,8018,2021-07-07
19887,10577.3,2.4,667,8018,2021-07-07
19888,10592.3,26.4,666,8018,2021-07-07
19889,10607.3,19.1,666,8018,2021-07-07
19890,10622.3,0.0,666,8018,2021-07-07
19891,10637.4,23.9,666,8018,2021-07-07
19892,10652.4,40.6,666,8018,2021-07-07
19893,10667.4,19.2,666,8018,2021-07-07
19894,10682.5,16.7,666,8018,2021-07-07
