,time,speed,elevation,BUS ID,Date
0,0.0,0.0,661,8026,2021-02-03
1,29.1,16.1,662,8026,2021-02-03
2,44.3,54.4,664,8026,2021-02-03
3,59.5,61.4,666,8026,2021-02-03
4,74.7,56.8,668,8026,2021-02-03
5,89.9,63.9,667,8026,2021-02-03
6,105.1,68.7,668,8026,2021-02-03
7,120.4,63.8,669,8026,2021-02-03
8,135.6,68.5,671,8026,2021-02-03
9,150.8,61.5,671,8026,2021-02-03
10,166.1,61.3,669,8026,2021-02-03
11,1078.8,11.1,676,8026,2021-02-03
12,1093.9,38.0,676,8026,2021-02-03
13,1109.2,11.8,676,8026,2021-02-03
14,1124.4,26.0,676,8026,2021-02-03
15,1139.6,30.7,676,8026,2021-02-03
16,1154.8,38.0,676,8026,2021-02-03
17,1170.0,30.7,676,8026,2021-02-03
18,1185.2,2.4,676,8026,2021-02-03
19,1200.4,0.0,676,8026,2021-02-03
20,1215.6,26.0,675,8026,2021-02-03
21,1230.9,47.3,675,8026,2021-02-03
22,1246.1,44.9,674,8026,2021-02-03
23,1261.3,42.7,674,8026,2021-02-03
24,1276.5,42.5,675,8026,2021-02-03
25,1291.7,33.2,675,8026,2021-02-03
26,1306.9,30.8,675,8026,2021-02-03
27,1322.2,33.0,676,8026,2021-02-03
28,1337.3,30.9,676,8026,2021-02-03
29,1352.6,16.6,676,8026,2021-02-03
30,1367.8,7.1,676,8026,2021-02-03
31,1383.0,30.7,677,8026,2021-02-03
32,1398.2,56.8,677,8026,2021-02-03
33,1413.4,49.7,678,8026,2021-02-03
34,1428.6,44.9,678,8026,2021-02-03
35,1443.8,49.7,678,8026,2021-02-03
36,1459.1,54.1,679,8026,2021-02-03
37,1474.2,50.1,680,8026,2021-02-03
38,1489.5,28.4,680,8026,2021-02-03
39,1504.6,16.6,680,8026,2021-02-03
40,1519.9,14.2,680,8026,2021-02-03
41,1535.1,28.3,680,8026,2021-02-03
42,1550.4,2.3,680,8026,2021-02-03
43,1565.5,35.9,680,8026,2021-02-03
44,1580.7,49.6,680,8026,2021-02-03
45,1595.9,26.1,680,8026,2021-02-03
46,1611.1,45.0,680,8026,2021-02-03
47,1626.3,45.0,681,8026,2021-02-03
48,1641.6,30.7,681,8026,2021-02-03
49,1656.8,28.3,681,8026,2021-02-03
50,1672.2,25.8,681,8026,2021-02-03
51,1687.2,26.3,681,8026,2021-02-03
52,1702.4,26.1,681,8026,2021-02-03
53,1717.6,18.9,681,8026,2021-02-03
54,1732.8,30.8,682,8026,2021-02-03
55,1748.0,49.7,683,8026,2021-02-03
56,1763.2,37.9,684,8026,2021-02-03
57,1778.4,16.6,684,8026,2021-02-03
58,1854.5,4.3,684,8026,2021-02-03
59,1869.7,30.8,683,8026,2021-02-03
60,1884.9,30.7,683,8026,2021-02-03
61,1900.1,18.9,682,8026,2021-02-03
62,1915.4,30.7,682,8026,2021-02-03
63,1930.6,30.8,682,8026,2021-02-03
64,1945.7,30.8,681,8026,2021-02-03
65,1961.0,21.3,681,8026,2021-02-03
66,1976.2,11.8,681,8026,2021-02-03
67,1991.5,28.3,682,8026,2021-02-03
68,2006.7,28.4,682,8026,2021-02-03
69,2021.9,35.6,682,8026,2021-02-03
70,2037.1,14.2,682,8026,2021-02-03
71,2052.3,28.4,682,8026,2021-02-03
72,2067.5,30.7,681,8026,2021-02-03
73,2082.7,28.5,681,8026,2021-02-03
74,2098.0,35.4,681,8026,2021-02-03
75,2113.1,33.3,680,8026,2021-02-03
76,2128.3,9.5,680,8026,2021-02-03
77,2143.6,9.5,680,8026,2021-02-03
78,2158.8,28.4,680,8026,2021-02-03
79,2174.0,30.8,680,8026,2021-02-03
80,2189.2,18.9,680,8026,2021-02-03
81,2204.4,2.4,680,8026,2021-02-03
82,2219.6,26.0,679,8026,2021-02-03
83,2234.8,21.3,679,8026,2021-02-03
84,2250.0,28.4,679,8026,2021-02-03
85,2265.2,37.9,679,8026,2021-02-03
86,2280.4,30.7,679,8026,2021-02-03
87,2386.9,8.1,678,8026,2021-02-03
88,2402.1,54.5,677,8026,2021-02-03
89,2417.3,44.9,675,8026,2021-02-03
90,2432.5,11.8,675,8026,2021-02-03
91,2478.1,1.6,675,8026,2021-02-03
92,2493.4,26.0,675,8026,2021-02-03
93,2508.6,49.6,675,8026,2021-02-03
94,2523.8,52.2,673,8026,2021-02-03
95,2539.0,54.5,672,8026,2021-02-03
96,2554.2,54.5,672,8026,2021-02-03
97,2569.4,28.3,672,8026,2021-02-03
98,2584.7,0.0,672,8026,2021-02-03
99,2599.9,11.8,672,8026,2021-02-03
100,2615.1,16.6,672,8026,2021-02-03
101,2630.3,0.0,672,8026,2021-02-03
102,2645.4,19.0,671,8026,2021-02-03
103,2660.7,26.0,671,8026,2021-02-03
104,2675.9,19.0,671,8026,2021-02-03
105,2691.1,4.7,671,8026,2021-02-03
106,2782.5,5.5,671,8026,2021-02-03
107,2797.6,43.1,670,8026,2021-02-03
108,2812.8,45.0,669,8026,2021-02-03
109,2828.0,30.7,669,8026,2021-02-03
110,2843.3,7.1,668,8026,2021-02-03
111,2858.4,7.1,668,8026,2021-02-03
112,2873.6,47.3,668,8026,2021-02-03
113,2888.8,57.0,668,8026,2021-02-03
114,2904.2,7.0,667,8026,2021-02-03
115,2934.5,17.8,667,8026,2021-02-03
116,2949.7,37.9,667,8026,2021-02-03
117,2964.9,68.8,666,8026,2021-02-03
118,2980.1,59.1,666,8026,2021-02-03
119,2995.3,28.4,665,8026,2021-02-03
120,3040.9,0.0,665,8026,2021-02-03
121,3056.1,14.2,664,8026,2021-02-03
122,3071.4,11.8,664,8026,2021-02-03
