time,speed,elevation,BUS ID,Date
84.0,24,1400,380,2022-08-17
85.0,24,1400,380,2022-08-17
86.0,26,1400,380,2022-08-17
88.0,24,1400,380,2022-08-17
89.0,22,1400,380,2022-08-17
90.0,23,1400,380,2022-08-17
92.0,22,1400,380,2022-08-17
93.0,21,1400,380,2022-08-17
95.0,22,1400,380,2022-08-17
96.0,23,1400,380,2022-08-17
97.0,23,1400,380,2022-08-17
98.0,23,1400,380,2022-08-17
100.0,21,1400,380,2022-08-17
101.0,24,1400,380,2022-08-17
102.0,24,1400,380,2022-08-17
103.0,23,1400,380,2022-08-17
105.0,20,1400,380,2022-08-17
106.0,15,1400,380,2022-08-17
107.0,13,1400,380,2022-08-17
108.0,14,1400,380,2022-08-17
110.0,16,1400,380,2022-08-17
111.0,17,1400,380,2022-08-17
112.0,17,1400,380,2022-08-17
113.0,18,1400,380,2022-08-17
114.0,16,1400,380,2022-08-17
116.0,15,1400,380,2022-08-17
117.0,14,1400,380,2022-08-17
118.0,14,1400,380,2022-08-17
120.0,13,1400,380,2022-08-17
121.0,15,1400,380,2022-08-17
123.0,17,1400,380,2022-08-17
124.0,18,1400,380,2022-08-17
125.0,17,1400,380,2022-08-17
126.0,16,1400,380,2022-08-17
127.0,16,1400,380,2022-08-17
129.0,10,1400,380,2022-08-17
130.0,5,1400,380,2022-08-17
131.0,1,1400,380,2022-08-17
132.0,0,1400,380,2022-08-17
134.0,0,1400,380,2022-08-17
135.0,0,1400,380,2022-08-17
136.0,0,1400,380,2022-08-17
137.0,0,1400,380,2022-08-17
139.0,0,1400,380,2022-08-17
140.0,0,1400,380,2022-08-17
141.0,0,1400,380,2022-08-17
142.0,0,1400,380,2022-08-17
143.0,0,1400,380,2022-08-17
145.0,0,1400,380,2022-08-17
146.0,0,1400,380,2022-08-17
147.0,0,1400,380,2022-08-17
148.0,0,1400,380,2022-08-17
150.0,0,1400,380,2022-08-17
151.0,0,1400,380,2022-08-17
152.0,0,1400,380,2022-08-17
153.0,0,1400,380,2022-08-17
154.0,3,1400,380,2022-08-17
156.0,11,1400,380,2022-08-17
157.0,15,1400,380,2022-08-17
158.0,16,1400,380,2022-08-17
159.0,17,1400,380,2022-08-17
161.0,16,1400,380,2022-08-17
162.0,12,1400,380,2022-08-17
163.0,9,1400,380,2022-08-17
164.0,6,1400,380,2022-08-17
166.0,4,1400,380,2022-08-17
167.0,8,1400,380,2022-08-17
168.0,11,1400,380,2022-08-17
170.0,16,1400,380,2022-08-17
171.0,20,1400,380,2022-08-17
172.0,20,1400,380,2022-08-17
173.0,22,1400,380,2022-08-17
175.0,20,1400,380,2022-08-17
176.0,21,1400,380,2022-08-17
177.0,20,1400,380,2022-08-17
178.0,23,1400,380,2022-08-17
180.0,23,1400,380,2022-08-17
181.0,20,1400,380,2022-08-17
182.0,19,1400,380,2022-08-17
184.0,19,1400,380,2022-08-17
185.0,23,1400,380,2022-08-17
186.0,25,1400,380,2022-08-17
187.0,27,1400,380,2022-08-17
189.0,28,1401,380,2022-08-17
190.0,30,1401,380,2022-08-17
191.0,30,1401,380,2022-08-17
192.0,32,1401,380,2022-08-17
194.0,32,1401,380,2022-08-17
195.0,31,1402,380,2022-08-17
196.0,32,1402,380,2022-08-17
198.0,34,1402,380,2022-08-17
199.0,32,1402,380,2022-08-17
200.0,32,1402,380,2022-08-17
201.0,31,1403,380,2022-08-17
203.0,29,1403,380,2022-08-17
204.0,30,1403,380,2022-08-17
205.0,30,1403,380,2022-08-17
206.0,30,1403,380,2022-08-17
208.0,28,1403,380,2022-08-17
209.0,26,1403,380,2022-08-17
210.0,25,1403,380,2022-08-17
211.0,24,1403,380,2022-08-17
213.0,21,1403,380,2022-08-17
214.0,23,1403,380,2022-08-17
215.0,25,1403,380,2022-08-17
217.0,28,1403,380,2022-08-17
218.0,30,1403,380,2022-08-17
219.0,32,1403,380,2022-08-17
221.0,28,1403,380,2022-08-17
222.0,25,1403,380,2022-08-17
223.0,22,1403,380,2022-08-17
224.0,22,1403,380,2022-08-17
226.0,17,1403,380,2022-08-17
227.0,14,1403,380,2022-08-17
228.0,12,1403,380,2022-08-17
229.0,12,1403,380,2022-08-17
231.0,8,1403,380,2022-08-17
232.0,6,1403,380,2022-08-17
233.0,5,1403,380,2022-08-17
235.0,8,1403,380,2022-08-17
236.0,13,1403,380,2022-08-17
237.0,15,1403,380,2022-08-17
238.0,18,1403,380,2022-08-17
240.0,22,1403,380,2022-08-17
241.0,23,1403,380,2022-08-17
242.0,28,1403,380,2022-08-17
243.0,30,1403,380,2022-08-17
245.0,31,1403,380,2022-08-17
246.0,32,1402,380,2022-08-17
247.0,31,1402,380,2022-08-17
248.0,31,1402,380,2022-08-17
249.0,32,1402,380,2022-08-17
251.0,33,1402,380,2022-08-17
252.0,33,1402,380,2022-08-17
253.0,34,1402,380,2022-08-17
255.0,35,1402,380,2022-08-17
256.0,34,1402,380,2022-08-17
257.0,33,1402,380,2022-08-17
258.0,35,1402,380,2022-08-17
260.0,36,1402,380,2022-08-17
261.0,37,1402,380,2022-08-17
262.0,36,1402,380,2022-08-17
264.0,35,1402,380,2022-08-17
265.0,35,1402,380,2022-08-17
266.0,36,1402,380,2022-08-17
267.0,35,1402,380,2022-08-17
268.0,36,1402,380,2022-08-17
270.0,34,1403,380,2022-08-17
271.0,34,1403,380,2022-08-17
272.0,35,1403,380,2022-08-17
274.0,37,1405,380,2022-08-17
275.0,37,1404,380,2022-08-17
276.0,38,1407,380,2022-08-17
277.0,38,1405,380,2022-08-17
279.0,37,1404,380,2022-08-17
280.0,36,1406,380,2022-08-17
281.0,35,1405,380,2022-08-17
283.0,32,1405,380,2022-08-17
284.0,29,1405,380,2022-08-17
285.0,28,1404,380,2022-08-17
286.0,26,1404,380,2022-08-17
287.0,23,1405,380,2022-08-17
289.0,19,1404,380,2022-08-17
290.0,17,1404,380,2022-08-17
291.0,18,1404,380,2022-08-17
293.0,16,1403,380,2022-08-17
294.0,14,1403,380,2022-08-17
295.0,14,1403,380,2022-08-17
297.0,15,1403,380,2022-08-17
298.0,13,1403,380,2022-08-17
299.0,13,1403,380,2022-08-17
301.0,11,1403,380,2022-08-17
302.0,11,1403,380,2022-08-17
303.0,11,1403,380,2022-08-17
304.0,10,1402,380,2022-08-17
306.0,9,1402,380,2022-08-17
307.0,10,1402,380,2022-08-17
308.0,9,1402,380,2022-08-17
309.0,9,1402,380,2022-08-17
311.0,12,1402,380,2022-08-17
312.0,13,1402,380,2022-08-17
313.0,14,1402,380,2022-08-17
315.0,15,1402,380,2022-08-17
316.0,15,1402,380,2022-08-17
317.0,15,1402,380,2022-08-17
318.0,16,1402,380,2022-08-17
319.0,17,1403,380,2022-08-17
321.0,19,1403,380,2022-08-17
322.0,21,1404,380,2022-08-17
323.0,22,1404,380,2022-08-17
324.0,24,1403,380,2022-08-17
326.0,26,1404,380,2022-08-17
327.0,27,1404,380,2022-08-17
328.0,27,1404,380,2022-08-17
330.0,26,1404,380,2022-08-17
331.0,26,1405,380,2022-08-17
332.0,25,1405,380,2022-08-17
333.0,25,1403,380,2022-08-17
334.0,25,1404,380,2022-08-17
336.0,25,1404,380,2022-08-17
337.0,24,1403,380,2022-08-17
338.0,22,1403,380,2022-08-17
340.0,16,1403,380,2022-08-17
341.0,14,1404,380,2022-08-17
342.0,11,1404,380,2022-08-17
343.0,7,1404,380,2022-08-17
344.0,4,1404,380,2022-08-17
346.0,0,1404,380,2022-08-17
347.0,0,1404,380,2022-08-17
348.0,0,1404,380,2022-08-17
349.0,0,1404,380,2022-08-17
351.0,0,1404,380,2022-08-17
352.0,0,1404,380,2022-08-17
353.0,0,1404,380,2022-08-17
355.0,0,1404,380,2022-08-17
356.0,0,1404,380,2022-08-17
357.0,0,1404,380,2022-08-17
358.0,0,1404,380,2022-08-17
359.0,0,1404,380,2022-08-17
361.0,0,1404,380,2022-08-17
362.0,0,1404,380,2022-08-17
363.0,0,1404,380,2022-08-17
365.0,0,1404,380,2022-08-17
366.0,0,1404,380,2022-08-17
367.0,0,1404,380,2022-08-17
368.0,0,1404,380,2022-08-17
370.0,0,1404,380,2022-08-17
371.0,0,1404,380,2022-08-17
372.0,0,1404,380,2022-08-17
373.0,0,1404,380,2022-08-17
374.0,0,1404,380,2022-08-17
376.0,0,1404,380,2022-08-17
377.0,0,1404,380,2022-08-17
378.0,0,1404,380,2022-08-17
379.0,0,1404,380,2022-08-17
381.0,0,1404,380,2022-08-17
382.0,0,1404,380,2022-08-17
383.0,0,1404,380,2022-08-17
384.0,0,1404,380,2022-08-17
386.0,0,1404,380,2022-08-17
387.0,0,1404,380,2022-08-17
388.0,0,1404,380,2022-08-17
389.0,1,1404,380,2022-08-17
391.0,5,1404,380,2022-08-17
392.0,8,1404,380,2022-08-17
393.0,10,1405,380,2022-08-17
394.0,12,1403,380,2022-08-17
396.0,15,1403,380,2022-08-17
397.0,17,1403,380,2022-08-17
398.0,19,1403,380,2022-08-17
399.0,21,1403,380,2022-08-17
401.0,23,1403,380,2022-08-17
402.0,25,1401,380,2022-08-17
403.0,26,1402,380,2022-08-17
404.0,28,1402,380,2022-08-17
406.0,29,1402,380,2022-08-17
407.0,30,1402,380,2022-08-17
408.0,30,1402,380,2022-08-17
410.0,32,1402,380,2022-08-17
411.0,32,1402,380,2022-08-17
412.0,33,1402,380,2022-08-17
414.0,33,1402,380,2022-08-17
415.0,33,1402,380,2022-08-17
416.0,33,1402,380,2022-08-17
418.0,34,1402,380,2022-08-17
419.0,35,1402,380,2022-08-17
420.0,32,1402,380,2022-08-17
421.0,35,1402,380,2022-08-17
422.0,35,1402,380,2022-08-17
424.0,34,1402,380,2022-08-17
425.0,34,1402,380,2022-08-17
426.0,33,1403,380,2022-08-17
428.0,26,1403,380,2022-08-17
429.0,24,1403,380,2022-08-17
430.0,21,1403,380,2022-08-17
431.0,18,1403,380,2022-08-17
433.0,11,1403,380,2022-08-17
434.0,8,1403,380,2022-08-17
435.0,6,1403,380,2022-08-17
437.0,1,1403,380,2022-08-17
438.0,0,1403,380,2022-08-17
439.0,0,1403,380,2022-08-17
440.0,0,1403,380,2022-08-17
441.0,0,1403,380,2022-08-17
443.0,0,1403,380,2022-08-17
444.0,0,1403,380,2022-08-17
445.0,1,1403,380,2022-08-17
446.0,4,1403,380,2022-08-17
448.0,10,1403,380,2022-08-17
449.0,14,1403,380,2022-08-17
450.0,17,1403,380,2022-08-17
452.0,21,1403,380,2022-08-17
453.0,22,1403,380,2022-08-17
454.0,25,1403,380,2022-08-17
456.0,27,1403,380,2022-08-17
457.0,27,1403,380,2022-08-17
458.0,29,1403,380,2022-08-17
459.0,30,1403,380,2022-08-17
460.0,30,1403,380,2022-08-17
462.0,32,1403,380,2022-08-17
463.0,32,1403,380,2022-08-17
464.0,33,1402,380,2022-08-17
465.0,34,1402,380,2022-08-17
467.0,34,1402,380,2022-08-17
468.0,34,1402,380,2022-08-17
469.0,35,1402,380,2022-08-17
470.0,35,1402,380,2022-08-17
472.0,35,1402,380,2022-08-17
473.0,35,1402,380,2022-08-17
474.0,34,1402,380,2022-08-17
475.0,35,1402,380,2022-08-17
478.0,36,1402,380,2022-08-17
479.0,36,1402,380,2022-08-17
480.0,36,1402,380,2022-08-17
481.0,37,1402,380,2022-08-17
483.0,38,1402,380,2022-08-17
484.0,36,1402,380,2022-08-17
485.0,36,1402,380,2022-08-17
486.0,37,1402,380,2022-08-17
487.0,36,1402,380,2022-08-17
489.0,38,1401,380,2022-08-17
490.0,38,1401,380,2022-08-17
491.0,38,1401,380,2022-08-17
492.0,38,1401,380,2022-08-17
493.0,38,1401,380,2022-08-17
495.0,38,1401,380,2022-08-17
496.0,39,1401,380,2022-08-17
497.0,38,1401,380,2022-08-17
498.0,37,1401,380,2022-08-17
500.0,37,1401,380,2022-08-17
501.0,35,1401,380,2022-08-17
502.0,32,1401,380,2022-08-17
503.0,29,1401,380,2022-08-17
504.0,25,1401,380,2022-08-17
506.0,15,1401,380,2022-08-17
507.0,10,1401,380,2022-08-17
508.0,7,1401,380,2022-08-17
510.0,2,1401,380,2022-08-17
511.0,0,1401,380,2022-08-17
512.0,0,1401,380,2022-08-17
513.0,0,1401,380,2022-08-17
515.0,0,1401,380,2022-08-17
516.0,0,1401,380,2022-08-17
517.0,0,1401,380,2022-08-17
518.0,0,1401,380,2022-08-17
519.0,0,1401,380,2022-08-17
521.0,1,1401,380,2022-08-17
522.0,0,1401,380,2022-08-17
523.0,0,1401,380,2022-08-17
524.0,0,1401,380,2022-08-17
525.0,0,1401,380,2022-08-17
527.0,0,1401,380,2022-08-17
528.0,0,1401,380,2022-08-17
529.0,0,1401,380,2022-08-17
531.0,0,1401,380,2022-08-17
532.0,3,1401,380,2022-08-17
533.0,7,1401,380,2022-08-17
534.0,11,1401,380,2022-08-17
535.0,15,1401,380,2022-08-17
537.0,21,1401,380,2022-08-17
538.0,23,1401,380,2022-08-17
539.0,25,1401,380,2022-08-17
541.0,27,1401,380,2022-08-17
542.0,28,1401,380,2022-08-17
543.0,28,1401,380,2022-08-17
544.0,26,1401,380,2022-08-17
545.0,23,1401,380,2022-08-17
547.0,20,1401,380,2022-08-17
548.0,18,1401,380,2022-08-17
549.0,15,1401,380,2022-08-17
550.0,11,1401,380,2022-08-17
552.0,4,1401,380,2022-08-17
553.0,1,1401,380,2022-08-17
554.0,0,1401,380,2022-08-17
555.0,0,1401,380,2022-08-17
556.0,0,1401,380,2022-08-17
558.0,0,1401,380,2022-08-17
559.0,0,1401,380,2022-08-17
560.0,0,1401,380,2022-08-17
562.0,0,1401,380,2022-08-17
563.0,0,1401,380,2022-08-17
564.0,0,1401,380,2022-08-17
566.0,6,1401,380,2022-08-17
567.0,12,1401,380,2022-08-17
568.0,16,1401,380,2022-08-17
569.0,18,1401,380,2022-08-17
570.0,20,1401,380,2022-08-17
572.0,24,1401,380,2022-08-17
573.0,25,1401,380,2022-08-17
574.0,25,1401,380,2022-08-17
576.0,26,1401,380,2022-08-17
577.0,26,1401,380,2022-08-17
578.0,26,1401,380,2022-08-17
579.0,24,1401,380,2022-08-17
580.0,19,1401,380,2022-08-17
582.0,9,1401,380,2022-08-17
583.0,5,1401,380,2022-08-17
584.0,2,1401,380,2022-08-17
585.0,1,1401,380,2022-08-17
586.0,0,1401,380,2022-08-17
588.0,0,1401,380,2022-08-17
589.0,0,1401,380,2022-08-17
590.0,0,1401,380,2022-08-17
592.0,0,1401,380,2022-08-17
593.0,0,1401,380,2022-08-17
594.0,0,1401,380,2022-08-17
595.0,0,1401,380,2022-08-17
596.0,0,1401,380,2022-08-17
598.0,3,1401,380,2022-08-17
599.0,5,1401,380,2022-08-17
600.0,6,1401,380,2022-08-17
601.0,9,1401,380,2022-08-17
603.0,13,1401,380,2022-08-17
604.0,16,1401,380,2022-08-17
605.0,17,1401,380,2022-08-17
606.0,19,1401,380,2022-08-17
608.0,22,1401,380,2022-08-17
609.0,23,1401,380,2022-08-17
610.0,23,1401,380,2022-08-17
612.0,24,1401,380,2022-08-17
613.0,24,1401,380,2022-08-17
614.0,24,1401,380,2022-08-17
615.0,25,1401,380,2022-08-17
617.0,25,1401,380,2022-08-17
618.0,25,1401,380,2022-08-17
619.0,26,1401,380,2022-08-17
620.0,28,1401,380,2022-08-17
622.0,28,1401,380,2022-08-17
623.0,27,1401,380,2022-08-17
624.0,27,1401,380,2022-08-17
625.0,26,1401,380,2022-08-17
627.0,24,1401,380,2022-08-17
628.0,23,1401,380,2022-08-17
629.0,22,1401,380,2022-08-17
630.0,21,1401,380,2022-08-17
632.0,20,1401,380,2022-08-17
633.0,20,1401,380,2022-08-17
634.0,19,1401,380,2022-08-17
635.0,18,1401,380,2022-08-17
637.0,15,1401,380,2022-08-17
638.0,13,1401,380,2022-08-17
639.0,10,1401,380,2022-08-17
640.0,8,1401,380,2022-08-17
642.0,6,1401,380,2022-08-17
643.0,4,1401,380,2022-08-17
644.0,3,1401,380,2022-08-17
645.0,1,1401,380,2022-08-17
646.0,0,1401,380,2022-08-17
648.0,0,1401,380,2022-08-17
649.0,0,1401,380,2022-08-17
650.0,0,1401,380,2022-08-17
651.0,0,1401,380,2022-08-17
653.0,0,1401,380,2022-08-17
654.0,0,1401,380,2022-08-17
655.0,0,1401,380,2022-08-17
656.0,0,1401,380,2022-08-17
657.0,0,1401,380,2022-08-17
659.0,0,1401,380,2022-08-17
660.0,0,1401,380,2022-08-17
661.0,0,1401,380,2022-08-17
662.0,0,1401,380,2022-08-17
663.0,0,1401,380,2022-08-17
665.0,0,1401,380,2022-08-17
666.0,0,1401,380,2022-08-17
667.0,0,1401,380,2022-08-17
668.0,0,1401,380,2022-08-17
670.0,0,1401,380,2022-08-17
671.0,0,1401,380,2022-08-17
672.0,0,1401,380,2022-08-17
673.0,0,1401,380,2022-08-17
674.0,0,1401,380,2022-08-17
676.0,0,1401,380,2022-08-17
677.0,0,1401,380,2022-08-17
678.0,0,1401,380,2022-08-17
679.0,0,1401,380,2022-08-17
681.0,0,1401,380,2022-08-17
682.0,0,1401,380,2022-08-17
683.0,0,1401,380,2022-08-17
684.0,0,1401,380,2022-08-17
685.0,0,1401,380,2022-08-17
687.0,0,1401,380,2022-08-17
688.0,0,1401,380,2022-08-17
689.0,0,1401,380,2022-08-17
690.0,0,1401,380,2022-08-17
692.0,1,1401,380,2022-08-17
693.0,1,1401,380,2022-08-17
694.0,2,1401,380,2022-08-17
695.0,3,1401,380,2022-08-17
697.0,5,1401,380,2022-08-17
698.0,7,1401,380,2022-08-17
699.0,7,1401,380,2022-08-17
700.0,7,1401,380,2022-08-17
701.0,5,1401,380,2022-08-17
703.0,2,1400,380,2022-08-17
704.0,2,1400,380,2022-08-17
705.0,1,1400,380,2022-08-17
706.0,0,1400,380,2022-08-17
707.0,0,1400,380,2022-08-17
709.0,2,1400,380,2022-08-17
710.0,2,1400,380,2022-08-17
711.0,4,1400,380,2022-08-17
713.0,6,1400,380,2022-08-17
714.0,6,1400,380,2022-08-17
715.0,6,1400,380,2022-08-17
716.0,6,1400,380,2022-08-17
718.0,6,1400,380,2022-08-17
719.0,7,1400,380,2022-08-17
720.0,7,1400,380,2022-08-17
721.0,7,1400,380,2022-08-17
722.0,6,1400,380,2022-08-17
724.0,5,1400,380,2022-08-17
725.0,3,1400,380,2022-08-17
726.0,1,1400,380,2022-08-17
727.0,1,1400,380,2022-08-17
729.0,3,1400,380,2022-08-17
730.0,4,1400,380,2022-08-17
731.0,5,1400,380,2022-08-17
732.0,7,1400,380,2022-08-17
733.0,6,1400,380,2022-08-17
735.0,7,1400,380,2022-08-17
736.0,8,1400,380,2022-08-17
737.0,8,1400,380,2022-08-17
738.0,8,1400,380,2022-08-17
740.0,8,1400,380,2022-08-17
741.0,9,1400,380,2022-08-17
742.0,9,1400,380,2022-08-17
743.0,9,1400,380,2022-08-17
745.0,9,1400,380,2022-08-17
746.0,9,1400,380,2022-08-17
747.0,9,1400,380,2022-08-17
748.0,9,1400,380,2022-08-17
749.0,10,1400,380,2022-08-17
751.0,10,1400,380,2022-08-17
752.0,10,1400,380,2022-08-17
753.0,9,1400,380,2022-08-17
755.0,9,1400,380,2022-08-17
756.0,9,1400,380,2022-08-17
757.0,8,1400,380,2022-08-17
758.0,9,1400,380,2022-08-17
759.0,7,1400,380,2022-08-17
761.0,5,1400,380,2022-08-17
762.0,3,1400,380,2022-08-17
763.0,1,1400,380,2022-08-17
764.0,0,1400,380,2022-08-17
766.0,1,1400,380,2022-08-17
767.0,3,1400,380,2022-08-17
768.0,4,1400,380,2022-08-17
769.0,6,1400,380,2022-08-17
771.0,9,1400,380,2022-08-17
772.0,10,1400,380,2022-08-17
773.0,11,1400,380,2022-08-17
774.0,12,1400,380,2022-08-17
776.0,11,1400,380,2022-08-17
777.0,11,1400,380,2022-08-17
778.0,11,1400,380,2022-08-17
779.0,11,1400,380,2022-08-17
781.0,10,1400,380,2022-08-17
782.0,10,1400,380,2022-08-17
783.0,10,1400,380,2022-08-17
784.0,10,1400,380,2022-08-17
785.0,10,1400,380,2022-08-17
787.0,10,1400,380,2022-08-17
788.0,10,1400,380,2022-08-17
789.0,10,1400,380,2022-08-17
790.0,10,1400,380,2022-08-17
792.0,10,1400,380,2022-08-17
793.0,9,1400,380,2022-08-17
794.0,9,1400,380,2022-08-17
795.0,9,1400,380,2022-08-17
797.0,9,1400,380,2022-08-17
798.0,10,1400,380,2022-08-17
799.0,10,1400,380,2022-08-17
800.0,10,1400,380,2022-08-17
802.0,10,1400,380,2022-08-17
803.0,10,1400,380,2022-08-17
804.0,10,1400,380,2022-08-17
805.0,10,1400,380,2022-08-17
807.0,11,1400,380,2022-08-17
808.0,11,1400,380,2022-08-17
809.0,10,1400,380,2022-08-17
810.0,10,1400,380,2022-08-17
811.0,10,1400,380,2022-08-17
813.0,10,1400,380,2022-08-17
814.0,10,1400,380,2022-08-17
815.0,9,1400,380,2022-08-17
817.0,10,1400,380,2022-08-17
818.0,10,1400,380,2022-08-17
819.0,10,1400,380,2022-08-17
820.0,10,1400,380,2022-08-17
822.0,11,1400,380,2022-08-17
823.0,11,1400,380,2022-08-17
824.0,11,1400,380,2022-08-17
825.0,10,1400,380,2022-08-17
826.0,10,1400,380,2022-08-17
828.0,10,1400,380,2022-08-17
829.0,8,1400,380,2022-08-17
830.0,7,1400,380,2022-08-17
831.0,4,1400,380,2022-08-17
832.0,1,1400,380,2022-08-17
834.0,0,1400,380,2022-08-17
835.0,0,1400,380,2022-08-17
836.0,0,1400,380,2022-08-17
838.0,0,1400,380,2022-08-17
839.0,0,1400,380,2022-08-17
840.0,0,1400,380,2022-08-17
841.0,0,1400,380,2022-08-17
842.0,0,1400,380,2022-08-17
844.0,0,1400,380,2022-08-17
845.0,0,1400,380,2022-08-17
846.0,0,1400,380,2022-08-17
847.0,0,1400,380,2022-08-17
849.0,0,1400,380,2022-08-17
850.0,0,1400,380,2022-08-17
851.0,0,1400,380,2022-08-17
853.0,0,1400,380,2022-08-17
854.0,0,1400,380,2022-08-17
855.0,0,1400,380,2022-08-17
856.0,0,1400,380,2022-08-17
858.0,0,1400,380,2022-08-17
859.0,0,1400,380,2022-08-17
860.0,0,1400,380,2022-08-17
861.0,0,1400,380,2022-08-17
862.0,0,1400,380,2022-08-17
864.0,0,1400,380,2022-08-17
865.0,0,1400,380,2022-08-17
866.0,0,1400,380,2022-08-17
867.0,0,1400,380,2022-08-17
869.0,0,1400,380,2022-08-17
870.0,0,1400,380,2022-08-17
871.0,0,1400,380,2022-08-17
873.0,0,1400,380,2022-08-17
874.0,0,1400,380,2022-08-17
875.0,0,1400,380,2022-08-17
876.0,0,1400,380,2022-08-17
877.0,0,1400,380,2022-08-17
879.0,0,1400,380,2022-08-17
880.0,0,1400,380,2022-08-17
881.0,0,1400,380,2022-08-17
883.0,4,1400,380,2022-08-17
884.0,7,1400,380,2022-08-17
885.0,10,1400,380,2022-08-17
886.0,11,1400,380,2022-08-17
888.0,11,1400,380,2022-08-17
889.0,12,1400,380,2022-08-17
890.0,12,1400,380,2022-08-17
892.0,12,1400,380,2022-08-17
893.0,12,1400,380,2022-08-17
894.0,12,1400,380,2022-08-17
896.0,13,1400,380,2022-08-17
897.0,12,1400,380,2022-08-17
898.0,13,1400,380,2022-08-17
899.0,13,1400,380,2022-08-17
901.0,13,1400,380,2022-08-17
902.0,13,1400,380,2022-08-17
903.0,12,1400,380,2022-08-17
904.0,13,1400,380,2022-08-17
905.0,13,1400,380,2022-08-17
907.0,13,1400,380,2022-08-17
908.0,13,1400,380,2022-08-17
909.0,13,1400,380,2022-08-17
910.0,12,1400,380,2022-08-17
912.0,12,1400,380,2022-08-17
913.0,11,1400,380,2022-08-17
914.0,9,1400,380,2022-08-17
916.0,9,1400,380,2022-08-17
917.0,8,1400,380,2022-08-17
918.0,7,1400,380,2022-08-17
919.0,7,1400,380,2022-08-17
920.0,8,1400,380,2022-08-17
922.0,7,1400,380,2022-08-17
923.0,7,1400,380,2022-08-17
924.0,6,1400,380,2022-08-17
925.0,6,1400,380,2022-08-17
926.0,4,1400,380,2022-08-17
928.0,2,1400,380,2022-08-17
929.0,3,1400,380,2022-08-17
930.0,3,1400,380,2022-08-17
931.0,4,1400,380,2022-08-17
933.0,4,1400,380,2022-08-17
934.0,4,1400,380,2022-08-17
935.0,3,1400,380,2022-08-17
936.0,3,1400,380,2022-08-17
938.0,0,1400,380,2022-08-17
939.0,0,1400,380,2022-08-17
940.0,0,1400,380,2022-08-17
941.0,0,1400,380,2022-08-17
942.0,0,1400,380,2022-08-17
944.0,0,1400,380,2022-08-17
945.0,0,1400,380,2022-08-17
946.0,0,1400,380,2022-08-17
947.0,0,1400,380,2022-08-17
949.0,0,1400,380,2022-08-17
950.0,0,1400,380,2022-08-17
951.0,0,1400,380,2022-08-17
952.0,0,1400,380,2022-08-17
954.0,0,1400,380,2022-08-17
955.0,0,1400,380,2022-08-17
956.0,0,1400,380,2022-08-17
957.0,0,1400,380,2022-08-17
959.0,0,1400,380,2022-08-17
960.0,0,1400,380,2022-08-17
961.0,0,1400,380,2022-08-17
963.0,0,1400,380,2022-08-17
964.0,0,1400,380,2022-08-17
965.0,0,1400,380,2022-08-17
966.0,0,1400,380,2022-08-17
968.0,0,1400,380,2022-08-17
969.0,0,1400,380,2022-08-17
970.0,0,1400,380,2022-08-17
