"Bus ID","Driver ID","Route ID","Stop ID",Latitude,Longitude,Heading,Speed,Time
29,,385,,51.19146,-115.55523,,0.03,"2022-07-28 00:00:01-06"
29,,385,,51.19146,-115.55523,,0.02,"2022-07-28 00:00:02-06"
29,,385,,51.19146,-115.55523,,0.05,"2022-07-28 00:00:03-06"
29,,385,,51.19146,-115.55523,,0.02,"2022-07-28 00:00:04-06"
29,,385,,51.19146,-115.55523,,0.03,"2022-07-28 00:00:05-06"
29,,385,,51.19147,-115.55523,,0.01,"2022-07-28 00:00:07-06"
29,,385,,51.19147,-115.55523,,0.02,"2022-07-28 00:00:08-06"
29,,385,,51.19147,-115.55523,,0.04,"2022-07-28 00:00:09-06"
29,,385,,51.19147,-115.55524,,0.01,"2022-07-28 00:00:11-06"
29,,385,,51.19147,-115.55524,,0.01,"2022-07-28 00:00:12-06"
29,,385,,51.19147,-115.55524,,0.01,"2022-07-28 00:00:13-06"
29,,,,51.19147,-115.55524,,0.01,"2022-07-28 00:00:14-06"
29,,,,51.19148,-115.55525,,0.01,"2022-07-28 00:00:16-06"
29,,,,51.19148,-115.55525,,0.01,"2022-07-28 00:00:17-06"
29,,,,51.19148,-115.55525,,0.01,"2022-07-28 00:00:18-06"
29,,,,51.19148,-115.55525,,0.01,"2022-07-28 00:00:19-06"
29,,,,51.19148,-115.55526,,0.01,"2022-07-28 00:00:21-06"
29,,,,51.19148,-115.55526,,0.01,"2022-07-28 00:00:22-06"
29,,,,51.19149,-115.55526,,0.02,"2022-07-28 00:00:23-06"
29,,,,51.19149,-115.55528,,0.01,"2022-07-28 00:00:30-06"
29,,,,51.19149,-115.55528,,0.01,"2022-07-28 00:00:31-06"
29,,,,51.19149,-115.55528,,0.03,"2022-07-28 00:00:33-06"
29,,,,51.19149,-115.55529,,0.01,"2022-07-28 00:00:34-06"
29,,,,51.19149,-115.55529,,0.01,"2022-07-28 00:00:35-06"
29,,,,51.19149,-115.55529,,0.01,"2022-07-28 00:00:36-06"
29,,,,51.1915,-115.55529,,0.01,"2022-07-28 00:00:38-06"
29,,,,51.1915,-115.55529,,0,"2022-07-28 00:00:39-06"
29,,,,51.1915,-115.55529,,0.01,"2022-07-28 00:00:40-06"
29,,,,51.1915,-115.55529,,0,"2022-07-28 00:00:41-06"
29,,,,51.1915,-115.5553,,0.01,"2022-07-28 00:00:43-06"
29,,,,51.1915,-115.5553,,0.02,"2022-07-28 00:00:44-06"
29,,,,51.1915,-115.5553,,0,"2022-07-28 00:00:45-06"
29,,,,51.1915,-115.5553,,0.02,"2022-07-28 00:00:46-06"
29,,,,51.1915,-115.5553,,0,"2022-07-28 00:00:48-06"
29,,,,51.1915,-115.5553,,0.01,"2022-07-28 00:00:49-06"
29,,,,51.1915,-115.5553,,0.01,"2022-07-28 00:00:50-06"
29,,,,51.1915,-115.5553,,0,"2022-07-28 00:00:51-06"
29,,,,51.1915,-115.55531,,0.03,"2022-07-28 00:00:53-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:00:54-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:00:55-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:00:56-06"
29,,,,51.1915,-115.55531,,0.03,"2022-07-28 00:00:58-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:00:59-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:00-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:01-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:02-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:04-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:05-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:06-06"
29,,,,51.1915,-115.55532,,0.03,"2022-07-28 00:01:08-06"
29,,,,51.1915,-115.55532,,0.01,"2022-07-28 00:01:09-06"
29,,,,51.1915,-115.55532,,0.01,"2022-07-28 00:01:10-06"
29,,,,51.1915,-115.55532,,0.02,"2022-07-28 00:01:11-06"
29,,,,51.1915,-115.55532,,0.02,"2022-07-28 00:01:12-06"
29,,,,51.1915,-115.55532,,0,"2022-07-28 00:01:14-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:15-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:16-06"
29,,,,51.1915,-115.55531,,0.03,"2022-07-28 00:01:17-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:19-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:20-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:21-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:22-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:23-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:25-06"
29,,,,51.1915,-115.55531,,0,"2022-07-28 00:01:26-06"
29,,,,51.1915,-115.55531,,0.02,"2022-07-28 00:01:27-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:28-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:29-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:31-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:32-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:33-06"
29,,,,51.1915,-115.5553,,0,"2022-07-28 00:01:34-06"
29,,,,51.1915,-115.5553,,0.01,"2022-07-28 00:01:35-06"
29,,,,51.19151,-115.5553,,0.01,"2022-07-28 00:01:37-06"
29,,,,51.19151,-115.5553,,0.01,"2022-07-28 00:01:38-06"
29,,,,51.19151,-115.5553,,0.01,"2022-07-28 00:01:39-06"
29,,,,51.19151,-115.5553,,0.01,"2022-07-28 00:01:40-06"
29,,,,51.19151,-115.55531,,0.01,"2022-07-28 00:01:42-06"
29,,,,51.19151,-115.55531,,0.01,"2022-07-28 00:01:43-06"
29,,,,51.19151,-115.55531,,0.01,"2022-07-28 00:01:44-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:45-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:46-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:48-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:49-06"
29,,,,51.1915,-115.55531,,0,"2022-07-28 00:01:50-06"
29,,,,51.1915,-115.55531,,0.01,"2022-07-28 00:01:51-06"
29,,,,51.1915,-115.55532,,0.02,"2022-07-28 00:01:53-06"
29,,,,51.1915,-115.55532,,0.01,"2022-07-28 00:01:54-06"
29,,,,51.19149,-115.55532,,0.02,"2022-07-28 00:01:55-06"
29,,,,51.19149,-115.55532,,0,"2022-07-28 00:01:56-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:01:58-06"
29,,,,51.19149,-115.55532,,0.02,"2022-07-28 00:01:59-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:00-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:01-06"
29,,,,51.19149,-115.55532,,0.02,"2022-07-28 00:02:02-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:04-06"
29,,,,51.19149,-115.55532,,0.02,"2022-07-28 00:02:05-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:06-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:07-06"
29,,,,51.19149,-115.55532,,0.01,"2022-07-28 00:02:09-06"
