"Bus ID","Driver ID","Route ID","Stop ID",Latitude,Longitude,Heading,Speed,Time
32,,,,51.19073,-115.55442,,0.11,"2022-05-11 00:00:01-06"
32,,,,51.19073,-115.55442,,0.16,"2022-05-11 00:00:02-06"
32,,,,51.19073,-115.55442,,0.16,"2022-05-11 00:00:03-06"
32,,,,51.19073,-115.55442,,0.15,"2022-05-11 00:00:04-06"
32,,,,51.19074,-115.55442,,0.11,"2022-05-11 00:00:05-06"
32,,,,51.19074,-115.55442,,0.1,"2022-05-11 00:00:07-06"
32,,,,51.19074,-115.55442,,0.07,"2022-05-11 00:00:08-06"
32,,,,51.19074,-115.55442,,0.04,"2022-05-11 00:00:09-06"
32,,,,51.19075,-115.55442,,0.06,"2022-05-11 00:00:10-06"
32,,,,51.19075,-115.55442,,0.01,"2022-05-11 00:00:12-06"
32,,,,51.19075,-115.55442,,0.02,"2022-05-11 00:00:13-06"
32,,,,51.19075,-115.55441,,0.04,"2022-05-11 00:00:14-06"
32,,,,51.19075,-115.55441,,0.04,"2022-05-11 00:00:15-06"
32,,,,51.19075,-115.55441,,0.04,"2022-05-11 00:00:16-06"
32,,,,51.19075,-115.5544,,0.06,"2022-05-11 00:00:18-06"
32,,,,51.19075,-115.5544,,0.07,"2022-05-11 00:00:19-06"
32,,,,51.19075,-115.5544,,0.09,"2022-05-11 00:00:20-06"
32,,,,51.19075,-115.5544,,0.05,"2022-05-11 00:00:21-06"
32,,,,51.19075,-115.5544,,0.03,"2022-05-11 00:00:22-06"
32,,,,51.19075,-115.55439,,0.06,"2022-05-11 00:00:23-06"
32,,,,51.19075,-115.5544,,0.07,"2022-05-11 00:00:25-06"
32,,,,51.19075,-115.55441,,0.15,"2022-05-11 00:00:26-06"
32,,,,51.19075,-115.55441,,0.06,"2022-05-11 00:00:27-06"
32,,,,51.19075,-115.55442,,0.09,"2022-05-11 00:00:28-06"
32,,,,51.19075,-115.55442,,0.17,"2022-05-11 00:00:29-06"
32,,,,51.19074,-115.55443,,0.15,"2022-05-11 00:00:31-06"
32,,,,51.19075,-115.55444,,0.12,"2022-05-11 00:00:32-06"
32,,,,51.19074,-115.55445,,0.03,"2022-05-11 00:00:33-06"
32,,,,51.19074,-115.55445,,0.05,"2022-05-11 00:00:34-06"
32,,,,51.19075,-115.55446,,0.04,"2022-05-11 00:00:36-06"
32,,,,51.19075,-115.55447,,0.12,"2022-05-11 00:00:37-06"
32,,,,51.19075,-115.55448,,0.03,"2022-05-11 00:00:38-06"
32,,,,51.19075,-115.55448,,0.02,"2022-05-11 00:00:39-06"
32,,,,51.19075,-115.55449,,0.07,"2022-05-11 00:00:40-06"
32,,,,51.19075,-115.5545,,0.04,"2022-05-11 00:00:41-06"
32,,,,51.19076,-115.5545,,0.04,"2022-05-11 00:00:43-06"
32,,,,51.19076,-115.5545,,0.1,"2022-05-11 00:00:44-06"
32,,,,51.19076,-115.55451,,0.08,"2022-05-11 00:00:45-06"
32,,,,51.19076,-115.55451,,0.04,"2022-05-11 00:00:46-06"
32,,,,51.19077,-115.55452,,0.01,"2022-05-11 00:00:48-06"
32,,,,51.19077,-115.55453,,0.05,"2022-05-11 00:00:49-06"
32,,,,51.19077,-115.55453,,0.03,"2022-05-11 00:00:50-06"
32,,,,51.19077,-115.55453,,0.03,"2022-05-11 00:00:52-06"
32,,,,51.19077,-115.55453,,0.07,"2022-05-11 00:00:53-06"
