RouteID,DriverID,BusName,StopID,Latitude,Longitude,Heading,Speed,DateTime
415,,1011_SummerCougar,,51.06816,-115.3494,281,053,2022-07-28T19:20:01-06:00
415,,1011_SummerCougar,,51.06819,-115.34961,283,053,2022-07-28T19:20:02-06:00
415,,1011_SummerCougar,,51.06822,-115.34981,285,052,2022-07-28T19:20:03-06:00
415,,1011_SummerCougar,,51.06826,-115.35001,287,052,2022-07-28T19:20:04-06:00
415,,1011_SummerCougar,,51.06835,-115.35039,293,051,2022-07-28T19:20:06-06:00
415,,1011_SummerCougar,,51.06841,-115.35058,295,051,2022-07-28T19:20:07-06:00
415,,1011_SummerCougar,,51.06847,-115.35076,298,052,2022-07-28T19:20:08-06:00
415,,1011_SummerCougar,,51.06853,-115.35094,300,053,2022-07-28T19:20:09-06:00
415,,1011_SummerCougar,,51.0686,-115.35112,303,053,2022-07-28T19:20:10-06:00
415,,1011_SummerCougar,,51.06877,-115.35147,308,055,2022-07-28T19:20:12-06:00
415,,1011_SummerCougar,,51.06885,-115.35163,312,053,2022-07-28T19:20:13-06:00
415,,1011_SummerCougar,,51.06894,-115.35178,314,053,2022-07-28T19:20:14-06:00
415,,1011_SummerCougar,,51.06913,-115.35206,318,051,2022-07-28T19:20:16-06:00
415,,1011_SummerCougar,,51.06923,-115.35219,321,052,2022-07-28T19:20:17-06:00
415,,1011_SummerCougar,,51.06933,-115.35231,324,052,2022-07-28T19:20:18-06:00
415,,1011_SummerCougar,,51.06944,-115.35243,326,050,2022-07-28T19:20:19-06:00
415,,1011_SummerCougar,,51.06954,-115.35254,328,051,2022-07-28T19:20:20-06:00
415,,1011_SummerCougar,,51.06977,-115.35275,329,054,2022-07-28T19:20:22-06:00
415,,1011_SummerCougar,,51.06988,-115.35286,328,054,2022-07-28T19:20:23-06:00
415,,1011_SummerCougar,,51.06999,-115.35298,326,055,2022-07-28T19:20:24-06:00
415,,1011_SummerCougar,,51.07021,-115.35326,317,056,2022-07-28T19:20:26-06:00
415,,1011_SummerCougar,,51.0703,-115.35343,313,057,2022-07-28T19:20:27-06:00
415,,1011_SummerCougar,,51.07039,-115.3536,308,056,2022-07-28T19:20:28-06:00
415,,1011_SummerCougar,,51.07047,-115.35378,304,055,2022-07-28T19:20:29-06:00
415,,1011_SummerCougar,,51.07054,-115.35397,298,055,2022-07-28T19:20:30-06:00
415,,1011_SummerCougar,,51.07064,-115.35437,287,054,2022-07-28T19:20:32-06:00
415,,1011_SummerCougar,,51.07067,-115.35458,282,053,2022-07-28T19:20:33-06:00
415,,1011_SummerCougar,,51.07069,-115.35479,277,053,2022-07-28T19:20:34-06:00
415,,1011_SummerCougar,,51.0707,-115.355,274,053,2022-07-28T19:20:35-06:00
415,,1011_SummerCougar,,51.07071,-115.35542,270,053,2022-07-28T19:20:37-06:00
415,,1011_SummerCougar,,51.07071,-115.35563,269,053,2022-07-28T19:20:38-06:00
415,,1011_SummerCougar,,51.07071,-115.35583,269,052,2022-07-28T19:20:39-06:00
415,,1011_SummerCougar,,51.0707,-115.35604,268,051,2022-07-28T19:20:40-06:00
415,,1011_SummerCougar,,51.0707,-115.35624,268,050,2022-07-28T19:20:41-06:00
415,,1011_SummerCougar,,51.07069,-115.35663,267,048,2022-07-28T19:20:43-06:00
415,,1011_SummerCougar,,51.07068,-115.35682,267,048,2022-07-28T19:20:44-06:00
415,,1011_SummerCougar,,51.07068,-115.35701,267,047,2022-07-28T19:20:45-06:00
415,,1011_SummerCougar,,51.07067,-115.35719,266,047,2022-07-28T19:20:46-06:00
415,,1011_SummerCougar,,51.07065,-115.35754,264,044,2022-07-28T19:20:48-06:00
415,,1011_SummerCougar,,51.07064,-115.35772,265,045,2022-07-28T19:20:49-06:00
415,,1011_SummerCougar,,51.07063,-115.3579,263,045,2022-07-28T19:20:50-06:00
415,,1011_SummerCougar,,51.07061,-115.35808,261,046,2022-07-28T19:20:51-06:00
415,,1011_SummerCougar,,51.07057,-115.35845,260,047,2022-07-28T19:20:53-06:00
415,,1011_SummerCougar,,51.07055,-115.35863,258,047,2022-07-28T19:20:54-06:00
415,,1011_SummerCougar,,51.07052,-115.35882,258,048,2022-07-28T19:20:55-06:00
415,,1011_SummerCougar,,51.07049,-115.359,255,046,2022-07-28T19:20:56-06:00
415,,1011_SummerCougar,,51.07043,-115.35933,253,042,2022-07-28T19:20:58-06:00
415,,1011_SummerCougar,,51.0704,-115.35948,254,039,2022-07-28T19:20:59-06:00
415,,1011_SummerCougar,,51.07037,-115.35963,255,037,2022-07-28T19:21:00-06:00
415,,1011_SummerCougar,,51.07036,-115.35976,257,034,2022-07-28T19:21:01-06:00
415,,1011_SummerCougar,,51.07033,-115.35999,265,027,2022-07-28T19:21:03-06:00
415,,1011_SummerCougar,,51.07034,-115.36009,273,026,2022-07-28T19:21:04-06:00
415,,1011_SummerCougar,214,51.07035,-115.36019,285,024,2022-07-28T19:21:05-06:00
415,,1011_SummerCougar,214,51.07038,-115.36027,298,025,2022-07-28T19:21:06-06:00
415,,1011_SummerCougar,214,51.07046,-115.36043,317,025,2022-07-28T19:21:08-06:00
415,,1011_SummerCougar,214,51.07051,-115.36049,323,024,2022-07-28T19:21:09-06:00
415,,1011_SummerCougar,214,51.07056,-115.36053,329,022,2022-07-28T19:21:10-06:00
415,,1011_SummerCougar,214,51.07063,-115.36061,329,016,2022-07-28T19:21:12-06:00
415,,1011_SummerCougar,214,51.07066,-115.36064,330,016,2022-07-28T19:21:13-06:00
415,,1011_SummerCougar,214,51.0707,-115.36067,329,015,2022-07-28T19:21:14-06:00
415,,1011_SummerCougar,214,51.07072,-115.3607,326,014,2022-07-28T19:21:15-06:00
415,,1011_SummerCougar,214,51.07075,-115.36074,327,014,2022-07-28T19:21:16-06:00
415,,1011_SummerCougar,214,51.07081,-115.3608,324,014,2022-07-28T19:21:18-06:00
415,,1011_SummerCougar,214,51.07084,-115.36084,323,015,2022-07-28T19:21:19-06:00
415,,1011_SummerCougar,214,51.07087,-115.36089,320,018,2022-07-28T19:21:20-06:00
415,,1011_SummerCougar,214,51.07095,-115.361,320,024,2022-07-28T19:21:22-06:00
415,,1011_SummerCougar,214,51.071,-115.36107,316,027,2022-07-28T19:21:23-06:00
415,,1011_SummerCougar,214,51.07105,-115.36115,316,030,2022-07-28T19:21:24-06:00
415,,1011_SummerCougar,214,51.07111,-115.36124,317,032,2022-07-28T19:21:25-06:00
415,,1011_SummerCougar,214,51.07117,-115.36134,318,035,2022-07-28T19:21:26-06:00
415,,1011_SummerCougar,214,51.07132,-115.36155,318,042,2022-07-28T19:21:28-06:00
415,,1011_SummerCougar,,51.07141,-115.36167,319,046,2022-07-28T19:21:29-06:00
415,,1011_SummerCougar,,51.0715,-115.36179,319,049,2022-07-28T19:21:30-06:00
415,,1011_SummerCougar,,51.07159,-115.36192,319,052,2022-07-28T19:21:31-06:00
415,,1011_SummerCougar,,51.07179,-115.36222,318,057,2022-07-28T19:21:33-06:00
415,,1011_SummerCougar,,51.0719,-115.36238,317,059,2022-07-28T19:21:34-06:00
415,,1011_SummerCougar,,51.07201,-115.36254,318,061,2022-07-28T19:21:35-06:00
415,,1011_SummerCougar,,51.07213,-115.3627,319,062,2022-07-28T19:21:36-06:00
415,,1011_SummerCougar,,51.07225,-115.36286,319,062,2022-07-28T19:21:37-06:00
415,,1011_SummerCougar,,51.07248,-115.36318,320,062,2022-07-28T19:21:39-06:00
415,,1011_SummerCougar,,51.0726,-115.36334,321,060,2022-07-28T19:21:40-06:00
415,,1011_SummerCougar,,51.07271,-115.36347,323,056,2022-07-28T19:21:41-06:00
415,,1011_SummerCougar,,51.07281,-115.3636,324,052,2022-07-28T19:21:42-06:00
415,,1011_SummerCougar,,51.07292,-115.36371,325,050,2022-07-28T19:21:43-06:00
415,,1011_SummerCougar,,51.07313,-115.36392,329,049,2022-07-28T19:21:45-06:00
415,,1011_SummerCougar,,51.07323,-115.36402,330,048,2022-07-28T19:21:46-06:00
415,,1011_SummerCougar,,51.07334,-115.36411,332,048,2022-07-28T19:21:47-06:00
415,,1011_SummerCougar,,51.07345,-115.3642,333,048,2022-07-28T19:21:48-06:00
415,,1011_SummerCougar,,51.07366,-115.36437,335,049,2022-07-28T19:21:50-06:00
415,,1011_SummerCougar,213,51.07378,-115.36445,335,050,2022-07-28T19:21:51-06:00
415,,1011_SummerCougar,213,51.07389,-115.36454,336,049,2022-07-28T19:21:52-06:00
415,,1011_SummerCougar,213,51.07411,-115.36469,336,047,2022-07-28T19:21:54-06:00
415,,1011_SummerCougar,213,51.07421,-115.36477,336,046,2022-07-28T19:21:55-06:00
415,,1011_SummerCougar,213,51.07431,-115.36484,337,045,2022-07-28T19:21:56-06:00
415,,1011_SummerCougar,213,51.07451,-115.36498,336,043,2022-07-28T19:21:58-06:00
415,,1011_SummerCougar,213,51.07461,-115.36504,337,042,2022-07-28T19:21:59-06:00
415,,1011_SummerCougar,213,51.07471,-115.36511,337,043,2022-07-28T19:22:00-06:00
415,,1011_SummerCougar,213,51.07481,-115.36518,337,044,2022-07-28T19:22:01-06:00
415,,1011_SummerCougar,213,51.07491,-115.36525,337,045,2022-07-28T19:22:02-06:00
415,,1011_SummerCougar,213,51.07513,-115.3654,337,048,2022-07-28T19:22:04-06:00
415,,1011_SummerCougar,213,51.07525,-115.36547,337,050,2022-07-28T19:22:05-06:00
415,,1011_SummerCougar,213,51.07536,-115.36555,338,050,2022-07-28T19:22:06-06:00
415,,1011_SummerCougar,213,51.07548,-115.36561,342,049,2022-07-28T19:22:07-06:00
415,,1011_SummerCougar,,51.07572,-115.3657,350,047,2022-07-28T19:22:09-06:00
415,,1011_SummerCougar,,51.07584,-115.36572,354,048,2022-07-28T19:22:10-06:00
415,,1011_SummerCougar,,51.07595,-115.36573,358,046,2022-07-28T19:22:11-06:00
415,,1011_SummerCougar,,51.07607,-115.36573,1,046,2022-07-28T19:22:12-06:00
415,,1011_SummerCougar,,51.07629,-115.3657,7,044,2022-07-28T19:22:14-06:00
415,,1011_SummerCougar,,51.0764,-115.36566,13,044,2022-07-28T19:22:15-06:00
415,,1011_SummerCougar,,51.0765,-115.36562,15,044,2022-07-28T19:22:16-06:00
415,,1011_SummerCougar,,51.07661,-115.36557,17,044,2022-07-28T19:22:17-06:00
415,,1011_SummerCougar,,51.07682,-115.36546,19,044,2022-07-28T19:22:19-06:00
415,,1011_SummerCougar,,51.07692,-115.3654,20,043,2022-07-28T19:22:20-06:00
