RouteID,DriverID,BusName,StopID,Latitude,Longitude,Heading,Speed,DateTime
386,,1005_FallMoose,,51.14806,-115.55574,344,014,2022-09-08T15:00:01-06:00
386,,1005_FallMoose,,51.14809,-115.55579,326,015,2022-09-08T15:00:02-06:00
386,,1005_FallMoose,,51.14812,-115.55584,319,015,2022-09-08T15:00:03-06:00
386,,1005_FallMoose,,51.14818,-115.55594,315,017,2022-09-08T15:00:05-06:00
386,,1005_FallMoose,,51.14821,-115.556,315,019,2022-09-08T15:00:06-06:00
386,,1005_FallMoose,,51.14828,-115.55612,312,019,2022-09-08T15:00:08-06:00
386,,1005_FallMoose,,51.14832,-115.55618,314,019,2022-09-08T15:00:09-06:00
386,,1005_FallMoose,,51.14835,-115.55624,315,020,2022-09-08T15:00:10-06:00
386,,1005_FallMoose,,51.14839,-115.5563,313,020,2022-09-08T15:00:11-06:00
386,,1005_FallMoose,,51.14846,-115.55641,318,020,2022-09-08T15:00:13-06:00
386,,1005_FallMoose,,51.1485,-115.55647,319,020,2022-09-08T15:00:14-06:00
386,,1005_FallMoose,,51.14853,-115.55653,315,020,2022-09-08T15:00:15-06:00
386,,1005_FallMoose,,51.14862,-115.55663,324,020,2022-09-08T15:00:17-06:00
386,,1005_FallMoose,,51.14865,-115.55668,319,019,2022-09-08T15:00:18-06:00
386,,1005_FallMoose,,51.14869,-115.55674,316,020,2022-09-08T15:00:19-06:00
386,,1005_FallMoose,,51.14872,-115.5568,314,020,2022-09-08T15:00:20-06:00
386,,1005_FallMoose,,51.1488,-115.55691,319,020,2022-09-08T15:00:22-06:00
386,,1005_FallMoose,,51.14884,-115.55696,322,020,2022-09-08T15:00:23-06:00
386,,1005_FallMoose,,51.14888,-115.55701,318,021,2022-09-08T15:00:24-06:00
386,,1005_FallMoose,,51.14891,-115.55707,316,021,2022-09-08T15:00:25-06:00
386,,1005_FallMoose,,51.14897,-115.5572,307,021,2022-09-08T15:00:27-06:00
386,,1005_FallMoose,,51.14898,-115.55728,292,018,2022-09-08T15:00:28-06:00
386,,1005_FallMoose,,51.14899,-115.55735,283,018,2022-09-08T15:00:29-06:00
386,,1005_FallMoose,,51.149,-115.55743,282,019,2022-09-08T15:00:30-06:00
386,,1005_FallMoose,,51.14904,-115.55758,293,019,2022-09-08T15:00:32-06:00
386,,1005_FallMoose,,51.14906,-115.55764,302,018,2022-09-08T15:00:33-06:00
386,,1005_FallMoose,,51.1491,-115.55769,309,017,2022-09-08T15:00:34-06:00
386,,1005_FallMoose,,51.14919,-115.55779,323,020,2022-09-08T15:00:36-06:00
386,,1005_FallMoose,,51.14923,-115.55784,325,021,2022-09-08T15:00:37-06:00
386,,1005_FallMoose,,51.14934,-115.55792,334,023,2022-09-08T15:00:39-06:00
386,,1005_FallMoose,,51.14939,-115.55797,329,024,2022-09-08T15:00:40-06:00
386,,1005_FallMoose,,51.14945,-115.55803,328,025,2022-09-08T15:00:41-06:00
386,,1005_FallMoose,,51.14949,-115.55809,327,026,2022-09-08T15:00:42-06:00
386,,1005_FallMoose,,51.14959,-115.55822,323,027,2022-09-08T15:00:44-06:00
386,,1005_FallMoose,,51.14959,-115.55822,323,027,2022-09-08T15:00:44-06:00
386,,1005_FallMoose,,51.14971,-115.55837,323,030,2022-09-08T15:00:46-06:00
386,,1005_FallMoose,,51.14982,-115.55853,319,029,2022-09-08T15:00:48-06:00
386,,1005_FallMoose,,51.14987,-115.55861,319,028,2022-09-08T15:00:49-06:00
386,,1005_FallMoose,,51.14993,-115.55869,318,028,2022-09-08T15:00:50-06:00
386,,1005_FallMoose,,51.14997,-115.55876,317,027,2022-09-08T15:00:51-06:00
386,,1005_FallMoose,,51.15006,-115.5589,317,023,2022-09-08T15:00:53-06:00
386,,1005_FallMoose,,51.15011,-115.55896,319,023,2022-09-08T15:00:54-06:00
386,,1005_FallMoose,,51.15014,-115.55903,315,023,2022-09-08T15:00:55-06:00
386,,1005_FallMoose,,51.1502,-115.55918,306,023,2022-09-08T15:00:57-06:00
386,,1005_FallMoose,,51.15023,-115.55926,299,022,2022-09-08T15:00:58-06:00
386,,1005_FallMoose,,51.15026,-115.55933,299,020,2022-09-08T15:00:59-06:00
386,,1005_FallMoose,,51.15029,-115.55948,293,019,2022-09-08T15:01:01-06:00
386,,1005_FallMoose,,51.15029,-115.55955,286,017,2022-09-08T15:01:02-06:00
386,,1005_FallMoose,,51.15031,-115.55962,289,017,2022-09-08T15:01:03-06:00
386,,1005_FallMoose,,51.15034,-115.55968,301,018,2022-09-08T15:01:04-06:00
386,,1005_FallMoose,,51.15041,-115.55978,321,020,2022-09-08T15:01:06-06:00
386,,1005_FallMoose,,51.15046,-115.55983,328,022,2022-09-08T15:01:07-06:00
386,,1005_FallMoose,,51.15057,-115.55989,344,024,2022-09-08T15:01:09-06:00
386,,1005_FallMoose,,51.15063,-115.55992,345,026,2022-09-08T15:01:10-06:00
386,,1005_FallMoose,,51.1507,-115.55995,344,028,2022-09-08T15:01:11-06:00
386,,1005_FallMoose,,51.15077,-115.55998,344,030,2022-09-08T15:01:12-06:00
386,,1005_FallMoose,,51.15092,-115.56003,347,031,2022-09-08T15:01:14-06:00
386,,1005_FallMoose,,51.151,-115.56005,351,031,2022-09-08T15:01:15-06:00
386,,1005_FallMoose,,51.15117,-115.56011,348,036,2022-09-08T15:01:17-06:00
386,,1005_FallMoose,,51.15126,-115.56015,348,035,2022-09-08T15:01:18-06:00
386,,1005_FallMoose,250,51.15135,-115.56018,348,034,2022-09-08T15:01:19-06:00
386,,1005_FallMoose,250,51.15142,-115.56021,346,032,2022-09-08T15:01:20-06:00
386,,1005_FallMoose,250,51.15157,-115.56027,341,029,2022-09-08T15:01:22-06:00
386,,1005_FallMoose,250,51.15163,-115.56031,341,024,2022-09-08T15:01:23-06:00
386,,1005_FallMoose,250,51.15167,-115.56033,341,015,2022-09-08T15:01:24-06:00
386,,1005_FallMoose,250,51.15171,-115.56037,341,08,2022-09-08T15:01:26-06:00
386,,1005_FallMoose,250,51.15172,-115.56038,340,03,2022-09-08T15:01:27-06:00
386,,1005_FallMoose,250,51.15172,-115.56038,,00,2022-09-08T15:01:28-06:00
386,,1005_FallMoose,250,51.15171,-115.56038,,01,2022-09-08T15:01:29-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,01,2022-09-08T15:01:31-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,01,2022-09-08T15:01:32-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,01,2022-09-08T15:01:33-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:35-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:36-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:37-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:38-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:40-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:41-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:42-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:44-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,00,2022-09-08T15:01:45-06:00
386,,1005_FallMoose,250,51.1517,-115.56039,,01,2022-09-08T15:01:46-06:00
386,,1005_FallMoose,250,51.15171,-115.56039,,01,2022-09-08T15:01:48-06:00
386,,1005_FallMoose,250,51.15171,-115.56039,,00,2022-09-08T15:01:49-06:00
386,,1005_FallMoose,250,51.15171,-115.56039,,00,2022-09-08T15:01:50-06:00
386,,1005_FallMoose,250,51.15172,-115.56039,,00,2022-09-08T15:01:51-06:00
386,,1005_FallMoose,250,51.15173,-115.56039,,00,2022-09-08T15:01:53-06:00
386,,1005_FallMoose,250,51.15174,-115.56039,,00,2022-09-08T15:01:54-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:01:55-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,01,2022-09-08T15:01:57-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:01:58-06:00
386,,1005_FallMoose,250,51.15176,-115.56039,,00,2022-09-08T15:01:59-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,01,2022-09-08T15:02:00-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:02:02-06:00
386,,1005_FallMoose,250,51.15176,-115.56039,,00,2022-09-08T15:02:03-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:02:04-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:02:05-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,01,2022-09-08T15:02:07-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,01,2022-09-08T15:02:08-06:00
386,,1005_FallMoose,250,51.15175,-115.5604,,01,2022-09-08T15:02:09-06:00
386,,1005_FallMoose,250,51.15175,-115.56039,,00,2022-09-08T15:02:11-06:00
386,,1005_FallMoose,250,51.15176,-115.56039,,00,2022-09-08T15:02:12-06:00
386,,1005_FallMoose,250,51.15176,-115.56039,,00,2022-09-08T15:02:13-06:00
386,,1005_FallMoose,250,51.15177,-115.56039,,00,2022-09-08T15:02:14-06:00
386,,1005_FallMoose,250,51.15178,-115.56039,342,03,2022-09-08T15:02:16-06:00
386,,1005_FallMoose,250,51.15179,-115.5604,340,06,2022-09-08T15:02:17-06:00
386,,1005_FallMoose,250,51.15183,-115.56042,340,08,2022-09-08T15:02:19-06:00
386,,1005_FallMoose,250,51.15185,-115.56043,336,010,2022-09-08T15:02:20-06:00
386,,1005_FallMoose,250,51.15188,-115.56045,334,012,2022-09-08T15:02:21-06:00
386,,1005_FallMoose,,51.15193,-115.56048,333,016,2022-09-08T15:02:22-06:00
386,,1005_FallMoose,,51.15204,-115.56055,335,024,2022-09-08T15:02:24-06:00
386,,1005_FallMoose,,51.15209,-115.5606,336,029,2022-09-08T15:02:25-06:00
386,,1005_FallMoose,,51.15214,-115.56065,336,033,2022-09-08T15:02:26-06:00
386,,1005_FallMoose,,51.15229,-115.56078,335,041,2022-09-08T15:02:28-06:00
386,,1005_FallMoose,,51.15239,-115.56085,334,044,2022-09-08T15:02:29-06:00
386,,1005_FallMoose,,51.15249,-115.56094,334,047,2022-09-08T15:02:30-06:00
386,,1005_FallMoose,,51.15271,-115.56112,334,054,2022-09-08T15:02:32-06:00
386,,1005_FallMoose,,51.15284,-115.56121,334,055,2022-09-08T15:02:33-06:00
386,,1005_FallMoose,,51.15296,-115.56131,334,057,2022-09-08T15:02:34-06:00
386,,1005_FallMoose,,51.15308,-115.56141,334,058,2022-09-08T15:02:35-06:00
386,,1005_FallMoose,,51.15334,-115.56162,334,059,2022-09-08T15:02:37-06:00
386,,1005_FallMoose,,51.15348,-115.56172,334,060,2022-09-08T15:02:38-06:00
386,,1005_FallMoose,,51.15374,-115.56193,336,061,2022-09-08T15:02:40-06:00
386,,1005_FallMoose,,51.15387,-115.56204,334,060,2022-09-08T15:02:41-06:00
386,,1005_FallMoose,,51.15401,-115.56215,333,061,2022-09-08T15:02:42-06:00
386,,1005_FallMoose,,51.15415,-115.56225,334,062,2022-09-08T15:02:43-06:00
386,,1005_FallMoose,,51.15443,-115.56247,330,060,2022-09-08T15:02:45-06:00
386,,1005_FallMoose,,51.15456,-115.56258,334,060,2022-09-08T15:02:46-06:00
386,,1005_FallMoose,,51.1547,-115.56267,336,060,2022-09-08T15:02:47-06:00
386,,1005_FallMoose,,51.15498,-115.56287,338,061,2022-09-08T15:02:49-06:00
